customer_id,customer_name,business_segment,invoice_number,invoice_date,invoice_amount,credit_limit,credit_used,due_date,payment_date,amount_paid,payment_status
CUST157519,Wish Corporation,Large,FDX2025666346,2025-12-01,50300,607089,59755,2025-12-31,2025-12-30,50300,Paid
CUST117113,Russellhaven Systems,Small,FDX2025340171,2025-12-10,14352,38777,17293,2025-12-25,,,Unpaid
CUST874732,Anderson-Thornton Company,Small,FDX2025656057,2025-12-06,3570,33069,4925,2025-12-21,,,Unpaid
CUST353907,Tennessee Medical,Large,FDX2025984951,2025-12-01,20824,691943,20824,2025-12-31,2025-12-26,20824,Paid
CUST557067,Taylor-Schmidt Electronics,Small,FDX2025596812,2025-12-12,6487,48748,6487,2025-12-27,,,Unpaid
CUST159670,Turner Materials,Mid,FDX2025342025,2025-12-08,5602,65320,13157,2025-12-28,2025-12-25,5602,Paid
CUST884321,Return Corporation,Large,FDX2025489930,2025-12-01,33092,536545,97079,2025-12-31,2025-12-24,33092,Paid
CUST643787,West Virginia Technologies,Small,FDX2025482271,2025-12-15,513,13524,513,2025-12-30,,,Unpaid
CUST216463,Moment Equipment,Large,FDX2025298681,2025-12-01,19837,297312,19837,2025-12-31,2025-12-28,19837,Paid
CUST260576,Krueger-Hall,Mid,FDX2025331210,2025-12-05,61328,221512,144714,2025-12-25,2025-12-22,61328,Paid
CUST286469,"Henry, Corporation",Small,FDX2025721907,2025-12-10,602,6006,602,2025-12-25,,,Unpaid
CUST344314,Whitehead-Reyes Partners,Small,FDX2025874055,2025-12-11,6345,24415,10008,2025-12-26,,,Unpaid
CUST292844,Film Industries,Small,FDX2025862240,2025-12-04,2781,10417,5011,2025-12-19,2025-12-16,2781,Paid
CUST640294,Cardinal Health Services,Mid,FDX2025440604,2025-12-01,77849,248444,77849,2025-12-21,,,Unpaid
CUST769061,Gardner-Marsh,Mid,FDX2025487585,2025-12-10,17689,135593,70453,2025-12-30,2025-12-27,17689,Paid
CUST294873,Listen Systems,Small,FDX2025166584,2025-12-16,2333,24839,3487,2025-12-31,2025-12-31,2333,Paid
CUST517403,Purpose Services,Large,FDX2025338392,2025-12-01,60294,659629,293367,2025-12-31,,,Unpaid
CUST872128,Mcmahon Healthcare,Small,FDX2025510481,2025-12-03,3453,13816,8070,2025-12-18,2025-12-11,3453,Paid
CUST481733,"Osborne, Beck and Morris",Small,FDX2025174377,2025-12-12,7532,45525,16233,2025-12-27,,,Unpaid
CUST490616,"Hicks, Wholesale",Small,FDX2025863011,2025-12-05,6285,24741,6285,2025-12-20,2025-12-17,6285,Paid
CUST641170,Price-Russell Partners,Mid,FDX2025533057,2025-12-04,39026,136257,87075,2025-12-24,2025-12-24,39026,Paid
CUST776884,Wang Group,Small,FDX2025983941,2025-12-04,6193,24498,11482,2025-12-19,2025-12-14,6193,Paid
CUST133442,Democrat Distribution,Small,FDX2025616747,2025-12-12,1353,7670,4028,2025-12-27,2025-12-20,1353,Paid
CUST176191,Wilkins Group,Mid,FDX2025677286,2025-12-10,55899,226607,55899,2025-12-30,2025-12-27,55899,Paid
CUST546053,Rose Automotive,Mega,FDX2025402099,2025-12-01,424932,1857837,921880,2025-12-31,2025-12-28,424932,Paid
CUST875055,Callahan Ltd,Small,FDX2025105128,2025-12-04,5102,45205,7161,2025-12-19,2025-12-14,5102,Paid
CUST552411,Crime Medical,Small,FDX2025756792,2025-12-16,3546,11694,7580,2025-12-31,2025-12-31,3546,Paid
CUST807352,Part Wholesale,Small,FDX2025585542,2025-12-16,6182,20938,6182,2025-12-31,,,Unpaid
CUST600975,"Fisher, Fitzgerald and Rodriguez",Mid,FDX2025248800,2025-12-01,26406,105636,26406,2025-12-21,2025-12-14,26406,Paid
CUST302899,White-Torres Trading,Large,FDX2025999611,2025-12-01,101821,551741,130856,2025-12-31,2025-12-24,101821,Paid
CUST402681,Avila-Thomas Equipment,Small,FDX2025360225,2025-12-12,2744,31581,2744,2025-12-27,2025-12-22,2744,Paid
CUST492102,Donaldville Solutions,Mid,FDX2025364805,2025-12-05,19291,61319,40968,2025-12-25,2025-12-25,19291,Paid
CUST182532,"Tucker, Payne and Stewart",Small,FDX2025509369,2025-12-03,8194,22133,8194,2025-12-18,,,Unpaid
CUST176526,Wilson Trading,Small,FDX2025946236,2025-12-14,704,7825,3464,2025-12-29,2025-12-28,704,Paid
CUST682146,Valentine Healthcare,Small,FDX2025401150,2025-12-04,6432,17057,11858,2025-12-19,2025-12-19,6432,Paid
CUST939686,Jessicaberg Electronics,Small,FDX2025444535,2025-12-07,1317,20285,10278,2025-12-22,,,Unpaid
CUST462027,Campbell Group,Small,FDX2025418124,2025-12-08,4472,18200,8801,2025-12-23,2025-12-22,4472,Paid
CUST704192,Lawrence-Thomas,Small,FDX2025473606,2025-12-15,6880,28035,14430,2025-12-30,,,Unpaid
CUST655370,Maldonado Pharmaceuticals,Small,FDX2025941506,2025-12-02,9917,34139,18757,2025-12-17,2025-12-17,9917,Paid
CUST405608,Edwards Logistics,Large,FDX2025330795,2025-12-01,51675,377747,123448,2025-12-31,,,Unpaid
CUST525175,Fernandez Group,Mid,FDX2025127096,2025-12-09,7809,148286,28761,2025-12-29,2025-12-24,7809,Paid
CUST387015,Green-Hayden,Mid,FDX2025992119,2025-12-06,22322,192621,84760,2025-12-26,2025-12-23,22322,Paid
CUST986361,AmerisourceBergen Distribution,Small,FDX2025482932,2025-12-10,4284,14024,7925,2025-12-25,2025-12-22,4284,Paid
CUST658275,Carry Systems,Mid,FDX2025691287,2025-12-03,41073,221112,117018,2025-12-23,,,Unpaid
CUST137247,Holland-Henderson Corporation,Mid,FDX2025646228,2025-12-04,49858,157771,103169,2025-12-24,2025-12-21,49858,Paid
CUST992171,Barrett Pharmaceuticals,Small,FDX2025325280,2025-12-13,1031,6863,1031,2025-12-28,2025-12-25,1031,Paid
CUST571551,"York, Moran and Price",Large,FDX2025232143,2025-12-01,107983,408596,283188,2025-12-31,2025-12-24,107983,Paid
CUST763000,Wilkinson Pharmaceuticals,Large,FDX2025632093,2025-12-01,119338,562724,328215,2025-12-31,2025-12-26,119338,Paid
CUST648406,"Warren, Technologies",Mid,FDX2025359937,2025-12-06,43545,144462,43545,2025-12-26,2025-12-19,43545,Paid
CUST163358,Stein Automotive,Small,FDX2025633889,2025-12-06,1592,17255,7350,2025-12-21,2025-12-16,1592,Paid
CUST635140,Mortonport Technologies,Small,FDX2025383923,2025-12-13,1342,19072,4232,2025-12-28,,,Unpaid
CUST472637,Laurachester Equipment,Small,FDX2025688734,2025-12-01,5443,27700,16453,2025-12-16,,,Unpaid
CUST125863,Carter Industries,Small,FDX2025158086,2025-12-16,673,10045,673,2025-12-31,2025-12-26,673,Paid
CUST679106,Address Supply,Small,FDX2025890743,2025-12-14,610,7267,610,2025-12-29,2025-12-22,610,Paid
CUST675069,Pittman Wholesale,Mega,FDX2025854716,2025-12-01,325323,1329439,811949,2025-12-31,2025-12-28,325323,Paid
CUST350185,Nearly Group,Mid,FDX2025313672,2025-12-02,28413,104051,49105,2025-12-22,2025-12-17,28413,Paid
CUST627077,Hicks Holdings,Small,FDX2025834738,2025-12-03,2587,8668,4685,2025-12-18,2025-12-18,2587,Paid
CUST225071,Garcia Pharmaceuticals,Mid,FDX2025835350,2025-12-02,48086,226020,95803,2025-12-22,2025-12-21,48086,Paid
CUST333797,"Wheeler, Henry and Delgado",Small,FDX2025213282,2025-12-08,2245,24658,13309,2025-12-23,2025-12-23,2245,Paid
CUST715668,Nguyen-Freeman,Small,FDX2025115494,2025-12-04,14204,44462,25649,2025-12-19,2025-12-16,14204,Paid
CUST274128,Reyes-Collins,Small,FDX2025952221,2025-12-13,10492,43062,10492,2025-12-28,2025-12-23,10492,Paid
CUST390456,Hayes-Dickson Automotive,Large,FDX2025877586,2025-12-01,23330,264893,77423,2025-12-31,2025-12-28,23330,Paid
CUST201151,Norton International,Large,FDX2025103198,2025-12-01,125652,673817,125652,2025-12-31,2025-12-30,125652,Paid
CUST874194,Performance Food Group,Small,FDX2025727418,2025-12-11,2723,16414,7118,2025-12-26,,,Unpaid
CUST831538,Johnson-Carlson Supply,Small,FDX2025189436,2025-12-06,9794,34689,9794,2025-12-21,,,Unpaid
CUST727011,Serrano-Campbell Distribution,Small,FDX2025635258,2025-12-07,5303,15034,5303,2025-12-22,2025-12-15,5303,Paid
CUST499127,Would Industries,Large,FDX2025788341,2025-12-01,154141,605200,378281,2025-12-31,,,Unpaid
CUST400933,Rachaelland Industries,Mid,FDX2025459530,2025-12-07,42900,178451,75039,2025-12-27,2025-12-26,42900,Paid
CUST985028,Three International,Mega,FDX2025497131,2025-12-01,266126,1656156,824891,2025-12-31,2025-12-24,266126,Paid
CUST555689,Garnerhaven Distribution,Mid,FDX2025879723,2025-12-09,55654,180338,55654,2025-12-29,2025-12-24,55654,Paid
CUST793310,North Carolina Services,Small,FDX2025504894,2025-12-09,15647,47625,24292,2025-12-24,2025-12-24,15647,Paid
CUST440690,Mitchell PLC,Large,FDX2025164838,2025-12-01,20521,608340,20521,2025-12-31,2025-12-31,20521,Paid
CUST325192,"Franco, Gillespie and Wright",Small,FDX2025740205,2025-12-02,13589,44538,13589,2025-12-17,,,Unpaid
CUST976056,Save Materials,Small,FDX2025186069,2025-12-01,7280,34727,7280,2025-12-16,,,Unpaid
CUST282209,Beanfurt Technologies,Small,FDX2025589394,2025-12-10,14012,36249,14012,2025-12-25,,,Unpaid
CUST928955,Harris Wholesale,Small,FDX2025272471,2025-12-11,9151,27795,13768,2025-12-26,2025-12-26,9151,Paid
CUST342028,Chambers Medical,Small,FDX2025757066,2025-12-08,10154,40689,22342,2025-12-23,,,Unpaid
CUST152213,Guess Supply,Mid,FDX2025860298,2025-12-08,52909,183445,65030,2025-12-28,2025-12-28,52909,Paid
CUST764763,Sydneymouth Services,Small,FDX2025929862,2025-12-14,12331,42852,12331,2025-12-29,2025-12-28,12331,Paid
CUST700339,Walker-Powell Partners,Mid,FDX2025937920,2025-12-10,8277,63311,26483,2025-12-30,2025-12-25,8277,Paid
CUST318773,Occur Holdings,Small,FDX2025611820,2025-12-10,7118,25552,7118,2025-12-25,2025-12-18,7118,Paid
CUST992783,Davis Healthcare,Small,FDX2025832094,2025-12-14,5802,39543,5802,2025-12-29,2025-12-22,5802,Paid
CUST480039,Moss-Rivas,Small,FDX2025303353,2025-12-12,12462,32408,12462,2025-12-27,2025-12-22,12462,Paid
CUST462855,Smile Automotive,Mid,FDX2025897543,2025-12-02,33399,163441,92297,2025-12-22,,,Unpaid
CUST386916,New Jersey Materials,Small,FDX2025570879,2025-12-07,7285,29733,13529,2025-12-22,2025-12-17,7285,Paid
CUST868472,"Mccarty, Technologies",Small,FDX2025613417,2025-12-11,13205,37118,17068,2025-12-26,2025-12-19,13205,Paid
CUST884525,Sometimes Services,Large,FDX2025252094,2025-12-01,72968,403222,272908,2025-12-31,,,Unpaid
CUST252563,Tough Enterprises,Small,FDX2025377982,2025-12-07,2081,8456,2081,2025-12-22,2025-12-21,2081,Paid
CUST656079,Wilson-Benitez Healthcare,Small,FDX2025810391,2025-12-01,16058,41625,21184,2025-12-16,2025-12-11,16058,Paid
CUST324792,Johnson Supply,Large,FDX2025821743,2025-12-01,81944,413693,237116,2025-12-31,2025-12-28,81944,Paid
CUST386977,Owens & Minor,Mega,FDX2025365342,2025-12-01,179299,1481100,179299,2025-12-31,2025-12-30,179299,Paid
CUST292147,Massachusetts Technologies,Small,FDX2025764123,2025-12-01,18994,48346,32375,2025-12-16,,,Unpaid
CUST207981,"Sullivan, Nelson and Hernandez",Mid,FDX2025151613,2025-12-08,25621,114963,29179,2025-12-28,2025-12-28,25621,Paid
CUST486534,Fisher-Hinton International,Large,FDX2025993326,2025-12-01,96664,322490,186230,2025-12-31,2025-12-28,96664,Paid
CUST860718,Hale LLC,Mid,FDX2025312471,2025-12-10,12053,66526,28349,2025-12-30,2025-12-29,12053,Paid
CUST667947,Hodge PLC,Mid,FDX2025815245,2025-12-09,14624,172475,45286,2025-12-29,2025-12-24,14624,Paid
CUST836450,Josephside Enterprises,Mid,FDX2025831188,2025-12-04,37503,142297,37503,2025-12-24,2025-12-21,37503,Paid
CUST473101,Villarreal-Wagner,Small,FDX2025526415,2025-12-14,7619,20615,11745,2025-12-29,2025-12-28,7619,Paid
CUST357493,Casey Industries,Small,FDX2025591323,2025-12-03,10846,34755,10846,2025-12-18,2025-12-18,10846,Paid
CUST207058,Mccann Technologies,Small,FDX2025337386,2025-12-05,4713,22444,8745,2025-12-20,,,Unpaid
CUST532698,Lucero-Morris Wholesale,Large,FDX2025726701,2025-12-01,35730,577680,35730,2025-12-31,2025-12-30,35730,Paid
CUST279271,Travisside Healthcare,Mid,FDX2025342292,2025-12-10,36943,126752,46013,2025-12-30,,,Unpaid
CUST237641,Conway-White,Small,FDX2025752163,2025-12-04,695,8254,695,2025-12-19,,,Unpaid
CUST312078,Foster Company,Mid,FDX2025409201,2025-12-11,24078,70912,40869,2025-12-31,2025-12-26,24078,Paid
CUST135422,Side International,Small,FDX2025610555,2025-12-08,3905,33661,3905,2025-12-23,2025-12-22,3905,Paid
CUST804302,Ten Holdings,Mid,FDX2025142114,2025-12-07,23351,186068,99715,2025-12-27,2025-12-20,23351,Paid
CUST856407,Shields Manufacturing,Large,FDX2025988442,2025-12-01,123992,524209,258068,2025-12-31,2025-12-31,123992,Paid
CUST873197,Reeves Distribution,Large,FDX2025775377,2025-12-01,66051,389732,168010,2025-12-31,2025-12-26,66051,Paid
CUST169904,Klein Materials,Mid,FDX2025926644,2025-12-02,9487,72130,23090,2025-12-22,,,Unpaid
CUST945618,Stevens-Jacobson Solutions,Small,FDX2025695561,2025-12-09,7844,22144,7844,2025-12-24,2025-12-19,7844,Paid
CUST625658,"Mathis, Enterprises",Mid,FDX2025116236,2025-12-10,21616,132406,47741,2025-12-30,2025-12-30,21616,Paid
CUST588209,Jimenez-Ward,Small,FDX2025376483,2025-12-05,2201,46837,3729,2025-12-20,2025-12-19,2201,Paid
CUST301820,Myers-Mcguire Industries,Mid,FDX2025980362,2025-12-05,35144,127088,49692,2025-12-25,2025-12-25,35144,Paid
CUST832718,Put Holdings,Mid,FDX2025204577,2025-12-07,23870,246548,71765,2025-12-27,,,Unpaid
CUST565941,Hampton-Thompson Group,Large,FDX2025496859,2025-12-01,73737,374496,73737,2025-12-31,,,Unpaid
CUST260391,"Wright, Andersen and Nichols",Small,FDX2025356796,2025-12-15,1785,11297,4274,2025-12-30,,,Unpaid
CUST250876,Iowa Distribution,Mid,FDX2025723040,2025-12-07,8931,56590,16231,2025-12-27,2025-12-22,8931,Paid
CUST222253,"Spencer, Wallace and Perez",Small,FDX2025191348,2025-12-05,6314,21972,11846,2025-12-20,2025-12-20,6314,Paid
CUST854044,Osborn Holdings,Large,FDX2025135721,2025-12-01,143447,725759,253192,2025-12-31,2025-12-28,143447,Paid
CUST988633,Rowe Medical,Large,FDX2025508717,2025-12-01,155559,533902,339239,2025-12-31,2025-12-26,155559,Paid
CUST932380,Patel-Humphrey Trading,Small,FDX2025193140,2025-12-11,2556,22983,6003,2025-12-26,,,Unpaid
CUST884187,"Meza, Partners",Small,FDX2025967913,2025-12-07,4160,33021,16695,2025-12-22,,,Unpaid
CUST221108,"Navarro, Distribution",Large,FDX2025460724,2025-12-01,42413,717817,154102,2025-12-31,,,Unpaid
CUST774045,Perryville Industries,Mid,FDX2025518974,2025-12-08,8499,169038,18710,2025-12-28,,,Unpaid
CUST488294,Rivera-Rodgers Medical,Mid,FDX2025872234,2025-12-09,36230,108575,36230,2025-12-29,2025-12-29,36230,Paid
CUST987003,Drop Corporation,Small,FDX2025578858,2025-12-16,6463,27656,6463,2025-12-31,,,Unpaid
CUST698694,Ray Technologies,Small,FDX2025441620,2025-12-01,2545,12300,2545,2025-12-16,,,Unpaid
CUST466380,James-Russo Materials,Large,FDX2025776836,2025-12-01,37657,277585,62308,2025-12-31,2025-12-26,37657,Paid
CUST261780,Greenmouth Electronics,Small,FDX2025317209,2025-12-11,3211,13626,6417,2025-12-26,2025-12-19,3211,Paid
CUST383733,Alone Logistics,Small,FDX2025351523,2025-12-10,1248,7057,1248,2025-12-25,,,Unpaid
CUST854010,Adams Ltd,Mid,FDX2025274264,2025-12-09,32632,120028,32632,2025-12-29,2025-12-22,32632,Paid
CUST703648,WESCO International,Mid,FDX2025572511,2025-12-03,32512,118037,45992,2025-12-23,2025-12-18,32512,Paid
CUST986424,At Logistics,Mid,FDX2025324304,2025-12-05,45898,201258,104184,2025-12-25,,,Unpaid
CUST536934,Jameshaven International,Mid,FDX2025864933,2025-12-02,11046,81474,41418,2025-12-22,,,Unpaid
CUST540259,Century Electronics,Small,FDX2025690568,2025-12-06,6422,35848,6422,2025-12-21,,,Unpaid
CUST825546,Norman Solutions,Large,FDX2025469720,2025-12-01,31666,388551,122187,2025-12-31,,,Unpaid
CUST276003,"Elliott, James and Roman",Small,FDX2025605580,2025-12-02,6944,33688,14436,2025-12-17,,,Unpaid
CUST899042,Consider Pharmaceuticals,Mega,FDX2025858299,2025-12-01,198886,2011460,912418,2025-12-31,,,Unpaid
CUST772611,Williamson-Yang,Small,FDX2025433146,2025-12-13,12117,40015,12117,2025-12-28,,,Unpaid
CUST776440,Dillon Wholesale,Mid,FDX2025115836,2025-12-03,49784,213341,117271,2025-12-23,2025-12-20,49784,Paid
CUST808511,"Blackwell, Holdings",Small,FDX2025243743,2025-12-01,1080,7385,1080,2025-12-16,2025-12-16,1080,Paid
CUST122146,"Rivers, Industries",Small,FDX2025839742,2025-12-01,1297,28136,2473,2025-12-16,2025-12-09,1297,Paid
CUST138260,Howardburgh Supply,Mid,FDX2025444611,2025-12-11,6992,75209,6992,2025-12-31,,,Unpaid
CUST655792,Kelley Group,Small,FDX2025431662,2025-12-02,2496,29681,2496,2025-12-17,2025-12-16,2496,Paid
CUST915091,Davidburgh Distribution,Mid,FDX2025919749,2025-12-06,2298,54941,2298,2025-12-26,2025-12-23,2298,Paid
CUST399739,Gaines Distribution,Small,FDX2025474265,2025-12-16,538,33971,538,2025-12-31,2025-12-31,538,Paid
CUST703730,Mccormick Solutions,Small,FDX2025459243,2025-12-08,6780,32703,9875,2025-12-23,2025-12-18,6780,Paid
CUST129359,Just Materials,Small,FDX2025639937,2025-12-14,6868,39126,6868,2025-12-29,2025-12-28,6868,Paid
CUST907265,Roberson Equipment,Small,FDX2025355169,2025-12-06,8232,47412,14983,2025-12-21,,,Unpaid
CUST142947,Colorado Enterprises,Small,FDX2025735780,2025-12-08,8417,32128,24415,2025-12-23,2025-12-23,8417,Paid
CUST684452,George Solutions,Large,FDX2025538424,2025-12-01,11905,574728,11905,2025-12-31,,,Unpaid
CUST287287,Richmondton Manufacturing,Large,FDX2025682709,2025-12-01,79468,281935,84958,2025-12-31,2025-12-30,79468,Paid
CUST932342,Base Enterprises,Small,FDX2025919119,2025-12-04,14166,42492,23879,2025-12-19,2025-12-19,14166,Paid
CUST610987,Pretty Supply,Large,FDX2025420127,2025-12-01,44356,408864,194159,2025-12-31,,,Unpaid
CUST853158,Henderson-Jones,Mid,FDX2025288159,2025-12-06,12758,72269,12758,2025-12-26,,,Unpaid
CUST989773,Nelson Healthcare,Small,FDX2025773952,2025-12-05,9280,23292,10082,2025-12-20,,,Unpaid
CUST817359,"Padilla, Materials",Small,FDX2025978254,2025-12-09,6528,18229,12858,2025-12-24,2025-12-21,6528,Paid
CUST529271,Fill Industries,Mid,FDX2025706109,2025-12-04,15505,110016,51299,2025-12-24,2025-12-24,15505,Paid
CUST442957,Mendoza LLC,Small,FDX2025694437,2025-12-07,7051,23459,13727,2025-12-22,2025-12-15,7051,Paid
CUST134312,Kline Automotive,Large,FDX2025587519,2025-12-01,173281,662428,263808,2025-12-31,2025-12-26,173281,Paid
CUST841241,Nebraska Supply,Mid,FDX2025641673,2025-12-04,23756,75088,23756,2025-12-24,,,Unpaid
CUST187006,Salazar-Copeland Company,Small,FDX2025704568,2025-12-02,11400,37846,18560,2025-12-17,2025-12-10,11400,Paid
CUST408215,Robertson-Nolan,Mid,FDX2025834900,2025-12-05,28414,186862,47636,2025-12-25,2025-12-20,28414,Paid
CUST716385,Bryant Automotive,Small,FDX2025857868,2025-12-07,13469,46645,20491,2025-12-22,,,Unpaid
CUST688555,Mouth Electronics,Small,FDX2025759696,2025-12-10,3265,11170,4954,2025-12-25,,,Unpaid
CUST743033,Industry Solutions,Small,FDX2025176512,2025-12-08,11263,41798,28742,2025-12-23,2025-12-23,11263,Paid
CUST936766,Youngmouth Distribution,Mid,FDX2025641697,2025-12-01,22278,108879,65797,2025-12-21,2025-12-14,22278,Paid
CUST588171,"Pierce, Partners",Mid,FDX2025916869,2025-12-06,10131,114767,10131,2025-12-26,,,Unpaid
CUST125731,Vaughn Automotive,Small,FDX2025887518,2025-12-10,8857,44738,24986,2025-12-25,,,Unpaid
CUST162237,Guerrero Partners,Mid,FDX2025129593,2025-12-07,13079,105332,13079,2025-12-27,,,Unpaid
CUST919160,Martin-Francis Manufacturing,Small,FDX2025525464,2025-12-13,2791,10255,5138,2025-12-28,2025-12-23,2791,Paid
CUST720624,"Miller, International",Mega,FDX2025312472,2025-12-01,436127,2412465,1248391,2025-12-31,2025-12-31,436127,Paid
CUST326757,Democratic Supply,Small,FDX2025747161,2025-12-01,5614,30725,13369,2025-12-16,,,Unpaid
CUST131879,Cobb Ltd,Large,FDX2025302085,2025-12-01,142094,516958,151057,2025-12-31,,,Unpaid
CUST886851,Jeanburgh Medical,Small,FDX2025677695,2025-12-03,13818,39104,29029,2025-12-18,2025-12-13,13818,Paid
CUST338746,Genuine Parts Company,Mid,FDX2025385008,2025-12-10,42406,230623,42406,2025-12-30,2025-12-27,42406,Paid
CUST467759,Rogers Healthcare,Small,FDX2025854920,2025-12-13,7699,32995,19367,2025-12-28,,,Unpaid
CUST171765,Responsibility Company,Mid,FDX2025420944,2025-12-04,44157,141404,44157,2025-12-24,2025-12-17,44157,Paid
CUST468279,Throw Holdings,Small,FDX2025161471,2025-12-05,8865,41435,29101,2025-12-20,,,Unpaid
CUST669130,System Distribution,Small,FDX2025756318,2025-12-02,9224,40854,14580,2025-12-17,,,Unpaid
CUST705916,Rivers-Phillips,Small,FDX2025186988,2025-12-10,2058,5218,2861,2025-12-25,2025-12-25,2058,Paid
CUST616217,"Garcia, Solutions",Mid,FDX2025461366,2025-12-05,21595,115482,21595,2025-12-25,,,Unpaid
CUST606322,Park Partners,Small,FDX2025192998,2025-12-11,1321,49720,1321,2025-12-26,,,Unpaid
CUST595511,Fischer Company,Large,FDX2025731598,2025-12-01,59259,562164,180627,2025-12-31,2025-12-28,59259,Paid
CUST289357,Richardton Company,Small,FDX2025198384,2025-12-04,4326,20173,11517,2025-12-19,2025-12-14,4326,Paid
CUST315961,Schroeder-Zimmerman Industries,Mid,FDX2025380166,2025-12-01,10413,56211,23406,2025-12-21,2025-12-14,10413,Paid
CUST566621,Position Electronics,Mega,FDX2025201540,2025-12-01,123543,1252825,123543,2025-12-31,2025-12-28,123543,Paid
CUST135236,Lucas-Watson Materials,Mega,FDX2025524049,2025-12-01,50691,1349328,134995,2025-12-31,2025-12-31,50691,Paid
CUST924010,"Richardson, Mays and Townsend",Mid,FDX2025881459,2025-12-05,55610,235068,106407,2025-12-25,,,Unpaid
CUST936915,Sutton Systems,Mid,FDX2025286877,2025-12-01,30618,153958,57485,2025-12-21,,,Unpaid
CUST860501,Johnstonville Manufacturing,Mid,FDX2025771940,2025-12-04,23168,222484,23168,2025-12-24,2025-12-24,23168,Paid
CUST845815,Samanthaville Trading,Mid,FDX2025241754,2025-12-11,74854,232630,169527,2025-12-31,2025-12-24,74854,Paid
CUST448153,Douglas-Goodwin,Small,FDX2025720642,2025-12-10,6655,24837,6655,2025-12-25,2025-12-24,6655,Paid
CUST626775,Sharp International,Small,FDX2025732494,2025-12-16,8632,30946,13140,2025-12-31,2025-12-31,8632,Paid
CUST562936,It Holdings,Small,FDX2025607037,2025-12-05,3397,35458,15249,2025-12-20,,,Unpaid
CUST249332,Black Solutions,Small,FDX2025930576,2025-12-08,2250,45517,2250,2025-12-23,,,Unpaid
CUST969285,"Mills, Smith and Smith",Small,FDX2025767630,2025-12-05,3943,25383,13778,2025-12-20,2025-12-17,3943,Paid
CUST357873,Thomas-Hooper,Mid,FDX2025299227,2025-12-04,39981,193658,39981,2025-12-24,,,Unpaid
CUST546439,Parker-Rivera,Small,FDX2025587176,2025-12-10,14828,44143,25709,2025-12-25,,,Unpaid
CUST571575,Harmon-Ortiz Equipment,Large,FDX2025877730,2025-12-01,74781,651545,207261,2025-12-31,2025-12-24,74781,Paid
CUST688910,Aguirre Industries,Mid,FDX2025595186,2025-12-06,42019,184533,89807,2025-12-26,,,Unpaid
CUST533964,Window Holdings,Large,FDX2025793185,2025-12-01,63419,252097,112852,2025-12-31,2025-12-26,63419,Paid
CUST922221,Robinson Pharmaceuticals,Mid,FDX2025234730,2025-12-04,33995,174137,76993,2025-12-24,,,Unpaid
CUST514572,King-Cardenas International,Large,FDX2025868757,2025-12-01,198337,698167,423682,2025-12-31,2025-12-26,198337,Paid
CUST628401,Sparks-Hanson Group,Mid,FDX2025545366,2025-12-06,18720,137726,18720,2025-12-26,,,Unpaid
CUST112070,Machine Pharmaceuticals,Mid,FDX2025806369,2025-12-06,6364,188786,63562,2025-12-26,2025-12-23,6364,Paid
CUST301143,Holmes International,Mid,FDX2025169092,2025-12-08,51540,206736,104912,2025-12-28,,,Unpaid
CUST422411,Campos LLC,Small,FDX2025626453,2025-12-14,1014,11531,4192,2025-12-29,2025-12-29,1014,Paid
CUST575509,Decision Company,Mid,FDX2025596878,2025-12-09,45774,246259,45774,2025-12-29,,,Unpaid
CUST374915,"Wilson, Cummings and Watkins",Small,FDX2025179822,2025-12-07,1511,7674,1511,2025-12-22,2025-12-15,1511,Paid
CUST519189,"Morse, Solutions",Mid,FDX2025585691,2025-12-02,53674,232814,139332,2025-12-22,2025-12-19,53674,Paid
CUST527367,Kennedy Wholesale,Small,FDX2025647627,2025-12-13,1747,41728,6906,2025-12-28,2025-12-27,1747,Paid
CUST120204,Event Wholesale,Small,FDX2025611171,2025-12-06,12840,37659,21789,2025-12-21,,,Unpaid
CUST746190,Martinezfort International,Mega,FDX2025708759,2025-12-01,154912,1005825,474206,2025-12-31,,,Unpaid
CUST825951,Perkins Enterprises,Small,FDX2025725610,2025-12-08,4944,37557,8994,2025-12-23,2025-12-23,4944,Paid
CUST925616,Barton Medical,Small,FDX2025494804,2025-12-12,18042,46815,18042,2025-12-27,2025-12-27,18042,Paid
CUST914371,Brownmouth Automotive,Small,FDX2025109339,2025-12-06,6092,44717,6092,2025-12-21,,,Unpaid
CUST742323,"Rosario, Services",Small,FDX2025680555,2025-12-01,2785,18057,6334,2025-12-16,,,Unpaid
CUST612933,Kansas Materials,Mid,FDX2025663700,2025-12-03,3927,75410,31127,2025-12-23,2025-12-23,3927,Paid
CUST781228,Housefurt Supply,Small,FDX2025158184,2025-12-05,1544,18370,6793,2025-12-20,,,Unpaid
CUST115666,Robbins Inc,Mid,FDX2025488532,2025-12-06,21680,87156,43411,2025-12-26,2025-12-25,21680,Paid
CUST526737,Khan-Brown International,Mid,FDX2025822090,2025-12-02,4982,87614,6049,2025-12-22,,,Unpaid
CUST370230,Two Pharmaceuticals,Mid,FDX2025123648,2025-12-07,18754,80795,45939,2025-12-27,2025-12-26,18754,Paid
CUST234403,Owner Automotive,Mega,FDX2025290052,2025-12-01,122568,2993893,1238034,2025-12-31,2025-12-24,122568,Paid
CUST230836,Harmon Manufacturing,Small,FDX2025165675,2025-12-12,4936,34472,17488,2025-12-27,2025-12-26,4936,Paid
